id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA,early_goal,late_goal,stoppage_time_goal,foulcommit,yellow_card,red_card,home_possession,away_possession,home_shots,away_shots,home_cross,away_cross,home_corner,away_corner,home_buildUpPlaySpeedClass,home_buildUpPlayDribblingClass,home_buildUpPlayPassingClass,home_buildUpPlayPositioningClass,home_chanceCreationPassingClass,home_chanceCreationCrossingClass,home_chanceCreationShootingClass,home_chanceCreationPositioningClass,home_defencePressureClass,home_defenceAggressionClass,home_defenceTeamWidthClass,home_defenceDefenderLineClass,away_buildUpPlaySpeedClass,away_buildUpPlayDribblingClass,away_buildUpPlayPassingClass,away_buildUpPlayPositioningClass,away_chanceCreationPassingClass,away_chanceCreationCrossingClass,away_chanceCreationShootingClass,away_chanceCreationPositioningClass,away_defencePressureClass,away_defenceAggressionClass,away_defenceTeamWidthClass,away_defenceDefenderLineClass
1729,1729,1729,2008/2009,1,2008-08-17 00:00:00,489042,10260,10261,1,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,9.0,11.0,30726.0,30362.0,30620.0,30865.0,32569.0,24148.0,34944.0,30373.0,24154.0,24157.0,30829.0,24224.0,25518.0,24228.0,30929.0,29581.0,38807.0,40565.0,30360.0,33852.0,34574.0,37799.0,1.29,5.5,11.0,1.3,4.75,8.25,1.3,4.4,8.5,1.25,4.5,10.0,,,,1.25,4.5,10.0,1.25,5.0,10.0,1.28,5.5,12.0,1.3,4.75,10.0,1.29,4.5,11.0,False,False,False,AVERAGE_FOUL_COUNT,3.0,0.0,55.0,45.0,21.0,10.0,24.0,9.0,6.0,6.0,Fast,Little,Mixed,Organised,Normal,Lots,Normal,Free Form,Medium,Press,Normal,Cover,Fast,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
1730,1729,1729,2008/2009,1,2008-08-16 00:00:00,489043,9825,8659,1,0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,5.0,7.0,9.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,23686.0,26111.0,38835.0,30986.0,31291.0,31013.0,30935.0,39297.0,26181.0,30960.0,36410.0,36373.0,36832.0,23115.0,37280.0,24728.0,24664.0,31088.0,23257.0,24171.0,25922.0,27267.0,1.2,6.5,15.0,1.22,5.5,10.0,1.2,5.2,11.0,1.2,5.0,11.0,,,,1.17,5.5,12.0,1.2,5.5,12.0,1.25,6.0,13.0,1.22,5.5,13.0,1.22,5.0,13.0,True,False,False,AVERAGE_FOUL_COUNT,0.0,0.0,66.0,34.0,25.0,5.0,21.0,7.0,7.0,5.0,Balanced,Little,Short,Free Form,Safe,Normal,Normal,Free Form,Deep,Press,Normal,Cover,Balanced,Little,Mixed,Organised,Risky,Lots,Normal,Organised,High,Double,Wide,Cover
1731,1729,1729,2008/2009,1,2008-08-16 00:00:00,489044,8472,8650,0,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,32562.0,38836.0,24446.0,24408.0,36786.0,38802.0,24655.0,17866.0,30352.0,23927.0,24410.0,30660.0,37442.0,30617.0,24134.0,414792.0,37139.0,30618.0,40701.0,24800.0,24635.0,30853.0,5.5,3.6,1.67,5.0,3.35,1.67,4.5,3.5,1.65,4.5,3.3,1.67,,,,5.5,3.3,1.57,4.33,3.4,1.73,5.5,3.8,1.65,5.0,3.4,1.7,4.5,3.4,1.73,False,True,False,AVERAGE_FOUL_COUNT,2.0,0.0,46.0,54.0,7.0,16.0,15.0,19.0,1.0,8.0,Balanced,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Double,Normal,Cover,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
1732,1729,1729,2008/2009,1,2008-08-16 00:00:00,489045,8654,8528,2,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,6.0,8.0,4.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,36374.0,30966.0,23818.0,37277.0,30687.0,36394.0,37169.0,24223.0,24773.0,34543.0,23139.0,34421.0,34987.0,35472.0,111865.0,25005.0,35327.0,25150.0,97988.0,41877.0,127857.0,34466.0,1.91,3.4,4.2,1.9,3.2,3.8,1.8,3.3,3.8,1.8,3.2,4.0,,,,1.83,3.2,3.75,1.91,3.25,3.75,1.9,3.5,4.35,1.91,3.25,4.0,1.91,3.25,3.8,True,False,False,AVERAGE_FOUL_COUNT,3.0,0.0,52.0,48.0,12.0,22.0,15.0,27.0,6.0,10.0,Balanced,Little,Short,Organised,Safe,Lots,Normal,Organised,Deep,Double,Narrow,Cover,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Double,Normal,Cover
1733,1729,1729,2008/2009,1,2008-08-17 00:00:00,489046,10252,8456,4,2,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,30380.0,30357.0,24658.0,43280.0,23282.0,38609.0,24780.0,23782.0,23354.0,23264.0,26165.0,31432.0,46403.0,24208.0,23939.0,33963.0,47413.0,40198.0,42119.0,,33633.0,107216.0,1.91,3.4,4.33,1.95,3.2,3.6,2.0,3.2,3.3,1.83,3.2,3.75,,,,1.91,3.2,3.5,1.91,3.25,3.75,1.9,3.5,4.35,1.91,3.25,4.0,1.91,3.3,3.75,False,True,False,AVERAGE_FOUL_COUNT,1.0,0.0,52.0,48.0,9.0,14.0,16.0,16.0,7.0,8.0,Fast,Little,Mixed,Organised,Normal,Lots,Normal,Free Form,Deep,Double,Narrow,Cover,Fast,Little,Mixed,Organised,Normal,Lots,Lots,Organised,Medium,Press,Normal,Cover
1734,1729,1729,2008/2009,1,2008-08-16 00:00:00,489047,8668,8655,2,3,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,4.0,6.0,8.0,2.0,6.0,4.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,31465.0,30371.0,24004.0,33086.0,30857.0,24011.0,109058.0,23268.0,24846.0,24006.0,24160.0,30622.0,37764.0,19020.0,23921.0,24136.0,30342.0,23889.0,23916.0,23922.0,34176.0,30646.0,2.0,3.3,4.0,1.85,3.25,4.0,2.0,3.2,3.3,1.8,3.2,4.0,,,,1.95,3.1,3.5,2.0,3.25,3.4,2.05,3.3,4.0,2.0,3.25,3.75,2.0,3.25,3.5,False,False,True,AVERAGE_FOUL_COUNT,4.0,0.0,51.0,49.0,9.0,16.0,14.0,21.0,3.0,4.0,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Double,Normal,Cover,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Double,Normal,Cover
1735,1729,1729,2008/2009,1,2008-08-16 00:00:00,489048,8549,8586,2,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,35442.0,24166.0,24167.0,38899.0,24161.0,24753.0,97932.0,24393.0,30892.0,35608.0,42183.0,30455.0,34182.0,38697.0,24531.0,40006.0,30895.0,30818.0,31097.0,23760.0,41157.0,23949.0,3.2,3.4,2.25,2.8,3.2,2.3,2.9,3.2,2.2,2.8,3.2,2.2,,,,2.9,3.2,2.15,2.88,3.4,2.2,3.2,3.4,2.3,3.0,3.25,2.3,2.8,3.25,2.3,False,True,True,AVERAGE_FOUL_COUNT,3.0,0.0,53.0,47.0,12.0,7.0,25.0,27.0,7.0,9.0,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,Deep,Double,Narrow,Cover,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
1736,1729,1729,2008/2009,1,2008-08-16 00:00:00,489049,8559,10194,3,1,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,23932.0,26454.0,23783.0,24336.0,23785.0,23931.0,23933.0,35532.0,24372.0,23934.0,34261.0,23794.0,23369.0,34214.0,40695.0,40574.0,25668.0,23333.0,23253.0,23072.0,23288.0,23314.0,1.83,3.5,4.5,1.75,3.3,4.4,1.75,3.3,4.2,1.73,3.4,4.0,,,,1.8,3.1,4.0,1.8,3.2,4.33,1.85,3.4,4.8,1.83,3.25,4.5,1.8,3.25,4.33,False,False,True,HIGH_FOUL_COUNT,3.0,0.0,47.0,53.0,12.0,7.0,22.0,29.0,4.0,3.0,Balanced,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Double,Normal,Cover,Balanced,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Double,Normal,Cover
1737,1729,1729,2008/2009,1,2008-08-16 00:00:00,489050,8667,9879,2,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,23021.0,34430.0,34275.0,24509.0,23022.0,23438.0,23023.0,30595.0,23025.0,39073.0,23352.0,30633.0,37266.0,26777.0,23780.0,24781.0,24020.0,30338.0,24843.0,24737.0,34248.0,24741.0,2.6,3.2,2.8,2.45,3.15,2.65,2.4,3.2,2.6,2.4,3.25,2.5,,,,2.5,2.9,2.62,2.38,3.2,2.75,2.6,3.4,2.8,2.6,3.25,2.6,2.6,3.25,2.5,True,True,False,AVERAGE_FOUL_COUNT,3.0,0.0,53.0,47.0,10.0,10.0,16.0,14.0,5.0,6.0,Balanced,Little,Mixed,Organised,Risky,Lots,Normal,Organised,High,Double,Wide,Cover,Balanced,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
1738,1729,1729,2008/2009,1,2008-08-17 00:00:00,489051,8455,8462,4,0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,4.0,6.0,5.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,8.0,8.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,30859.0,25925.0,30911.0,30627.0,38834.0,30631.0,32345.0,30699.0,30686.0,30630.0,37804.0,36286.0,34036.0,34418.0,24216.0,23953.0,25517.0,23988.0,26108.0,38820.0,30348.0,30830.0,1.33,5.0,10.0,1.3,4.75,8.25,1.3,4.4,8.5,1.29,4.33,9.0,,,,1.3,4.2,8.5,1.25,5.0,10.0,1.33,5.0,11.0,1.33,4.75,9.0,1.33,4.2,10.0,True,True,True,AVERAGE_FOUL_COUNT,1.0,0.0,65.0,35.0,16.0,12.0,25.0,9.0,8.0,3.0,Fast,Little,Mixed,Free Form,Normal,Lots,Lots,Free Form,Deep,Press,Normal,Cover,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Double,Normal,Cover
